,id,input_text,target_text,raw_prediction,processed_prediction
51,806_batch_2,"Still trying to find the section in the Constitution where it says CNN determines the President...
"," [i-4] Still trying to find the section in the Constitution where it says CNN determines the President... [o-4] 
","Still trying to find the section in the Constitution where it says CNN determines the President...
","{'id': '<UNKNOWN>', 'article': 'Still trying to find the section in the Constitution where it says CNN determines the President...\n', 'fragments': []}"
52,808_batch_2,"""WHERE ARE YOU GOING,BIG BIRD?""

""I'M GOING TO PENNSYLVANIA, TO TEACH THEM HOW TO COUNT""

","""WHERE ARE YOU GOING, [i-10] BIG BIRD [o-10] ?""

"" [i-4]  [i-16] I'M GOING TO PENNSYLVANIA, TO TEACH THEM HOW TO COUNT [o-4]  [o-16] ""

","""WHERE ARE YOU GOING,BIG BIRD?""
ItemThumbnailImage""I'M GOING TO PENNSYLVANIA, TO TEACH THEM HOW TO COUNT""

","{'id': '<UNKNOWN>', 'article': '""WHERE ARE YOU GOING,BIG BIRD?""\n\n""I\'M GOING TO PENNSYLVANIA, TO TEACH THEM HOW TO COUNT""\n\n', 'fragments': []}"
53,813_batch_2,NOW MORE THAN EVER, [i-5] NOW MORE THAN EVER [o-5] ,NOW MORE THAN EVER ,"{'id': '<UNKNOWN>', 'article': 'NOW MORE THAN EVER', 'fragments': []}"
54,814_batch_2,"HOLD UP!!! Sleepy Joe broke my record?!?!?!?

I call BULLSHIT!!!"," [i-4] HOLD UP!!!  [i-10] Sleepy Joe [o-10]  broke my record? [o-4] !?!?!?

I call  [i-8] BULLSHIT!!! [o-8] ","HOLD UP!!! Sleepy Joe broke my record?!?!?!?
I call BULLSHIT!!!","{'id': '<UNKNOWN>', 'article': 'HOLD UP!!! Sleepy Joe broke my record?!?!?!?\n\nI call BULLSHIT!!!', 'fragments': []}"
55,815_batch_2,"CHEERS TO MY HATERS

BE PATIENT, SO MUCH MORE IS COMING","CHEERS TO MY  [i-8]  [i-10] HATERS [o-8]  [o-10] 

BE PATIENT, SO MUCH MORE IS COMING","CHEERS TO MY HATERS 


BE PATIENT, SO MUCH MORE IS COMING","{'id': '<UNKNOWN>', 'article': 'CHEERS TO MY HATERS\n\nBE PATIENT, SO MUCH MORE IS COMING', 'fragments': []}"
56,816_batch_2,"FAIR AND BALANCED

FAUX NEWS

WE DISTORT YOU COMPLY","FAIR AND BALANCED

 [i-10]  [i-16] FAUX NEWS [o-10] 

 [i-15] WE DISTORT YOU COMPLY [o-15]  [o-16] ","FAIR AND BALANCED
 FAUX NEWS

WE DISTORT YOU COMPLY","{'id': '<UNKNOWN>', 'article': 'FAIR AND BALANCED\n\nFAUX NEWS\n\nWE DISTORT YOU COMPLY', 'fragments': []}"
57,817_batch_2,Those who spent the last 4 years convinced there was election interference are now saying there's no way the election could be rigged., [i-18] Those who spent the last 4 years convinced there was election interference are now saying there's no way the election could be  [i-8] rigged [o-8]  [o-18] .,Those who spent the last 4 years convinced there was election interference are now saying there's no way the election could be rigged.,"{'id': '<UNKNOWN>', 'article': ""Those who spent the last 4 years convinced there was election interference are now saying there's no way the election could be rigged."", 'fragments': []}"
58,819_batch_2,"9-11 NEVER FORGET

11-3 NEVER FORGET"," [i-15] 9-11 NEVER FORGET [o-15] 

11-3  [i-14] NEVER FORGET [o-14] ","9-11 NEVER FORGET
11-3 NEVERFORGET","{'id': '<UNKNOWN>', 'article': '9-11 NEVER FORGET\n\n11-3 NEVER FORGET', 'fragments': []}"
59,822_batch_2,DEMOCRATS GOING TO THE POLLS 2020,DEMOCRATS GOING TO THE POLLS 2020,DEMOCRATS GOING TO THE POLLS 2020 ,"{'id': '<UNKNOWN>', 'article': 'DEMOCRATS GOING TO THE POLLS 2020', 'fragments': []}"
60,824_batch_2,"""SHOW ME A MAN THAT GETS RICH BY BEING A POLITICIAN, AND I'LL SHOW YOU A CROOK.""
-HARRY S. TRUMAN

MAKIN' IT RAIN"," [i-0] ""SHOW ME A MAN THAT GETS RICH BY BEING A POLITICIAN, AND I'LL SHOW YOU A  [i-8]  [i-10] CROOK [o-8]  [o-10] .""
-HARRY S. TRUMAN [o-0] 

 [i-15] MAKIN' IT RAIN [o-15] ","""SHOW ME A MAN THAT GETS RICH BY BEING A POLITICIAN, AND I'LL SHOW YOU A CROOK.""
-HARRY S. TRUMAN

MAKIN' IT RAIN","{'id': '<UNKNOWN>', 'article': '""SHOW ME A MAN THAT GETS RICH BY BEING A POLITICIAN, AND I\'LL SHOW YOU A CROOK.""\n-HARRY S. TRUMAN\n\nMAKIN\' IT RAIN', 'fragments': []}"
61,825_batch_2,"Never burned one building
Never robbed one store
Never destroyed one town

Changed the World"," [i-7] Never  [i-8] burned [o-8]  one building
Never  [i-8] robbed [o-8]  one store
Never  [i-8] destroyed [o-8]  one town

Changed the World [o-7] ","Never burned one building
Never robbed one store
Never destroyed one town
Changed the World","{'id': '<UNKNOWN>', 'article': 'Never burned one building\nNever robbed one store\nNever destroyed one town\n\nChanged the World', 'fragments': []}"
62,828_batch_2,"All four members of 'The Squad' re-elected to House, with more progressives joining

MEET THE SQUAD","All four members of ' [i-10] The Squad [o-10] ' re-elected to House, with more progressives joining

MEET THE SQUAD","All four members of 'The Squad' re-elected to House, with more progressives joining
MEET THE SQUAD","{'id': '<UNKNOWN>', 'article': ""All four members of 'The Squad' re-elected to House, with more progressives joining\n\nMEET THE SQUAD"", 'fragments': []}"
63,829_batch_2,"STEPHANOPOULOS: WHAT'S IN YOUR QUIVER ?

PELOSI: STOLEN BALLOTS TO DUMP"," [i-16] STEPHANOPOULOS: WHAT'S IN YOUR QUIVER ?

PELOSI:  [i-8]  [i-4] STOLEN [o-8]  BALLOTS TO DUMP [o-4]  [o-16] ","STEPHANOPOULOS: WHAT'S IN YOUR QUIVER?


PELOSI: STOLEN BALLOTS TO DUMP","{'id': '<UNKNOWN>', 'article': ""STEPHANOPOULOS: WHAT'S IN YOUR QUIVER ?\n\nPELOSI: STOLEN BALLOTS TO DUMP"", 'fragments': []}"
64,830_batch_2,Biden makes history with twice as many votes as voters, [i-4] Biden makes history with twice as many votes as voters [o-4] , [i-8]  Biden makes history with twice as many votes as voters,"{'id': '<UNKNOWN>', 'article': 'Biden makes history with twice as many votes as voters', 'fragments': []}"
65,832_batch_2,"PRAY FOR AMERICA

Dear God 
I bow my head and ask, if it be thy will, please save this land from those who seek to destroy it."," [i-15]  [i-6] PRAY FOR AMERICA [o-15]  [o-6] 

Dear God 
I bow my head and ask, if it be thy will,  [i-1] please save this land from those who seek to  [i-8] destroy [o-8]  it [o-1] ."," [i-8] PRAY FOR AMERICA
GoldMagikarpDear God 
I bow my head and ask, if it be thy will, please save this land from those who seek to destroy it.","{'id': '<UNKNOWN>', 'article': 'PRAY FOR AMERICA\n\nDear God \nI bow my head and ask, if it be thy will, please save this land from those who seek to destroy it.', 'fragments': []}"
66,837_batch_2,SO YOU'RE TELLING ME THE DEMS RIGGED THE ELECTION BUT LET MITCH MCCONNELL WIN?, [i-4] SO YOU'RE TELLING ME THE DEMS  [i-8] RIGGED THE ELECTION [o-8]  BUT LET MITCH MCCONNELL WIN? [o-4] ,SO YOU'RE TELLING ME THE DEMS RIGGED THE ELECTION BUT LET MITCH MCCONNELL WIN?,"{'id': '<UNKNOWN>', 'article': ""SO YOU'RE TELLING ME THE DEMS RIGGED THE ELECTION BUT LET MITCH MCCONNELL WIN?"", 'fragments': []}"
67,839_batch_2,"IS IT ALZHEIMER'S?
THE INTERNET NEVER FORGETS, BUT THEY SEEM TO... 

""I HAVE NEVER SEEN ANYTING LIKE THE ANGER ON THE LEFT""
- Ted Cruz Feb. 23, 2017","IS IT ALZHEIMER'S?
THE INTERNET NEVER FORGETS, BUT THEY SEEM TO... 

"" [i-5] I HAVE NEVER SEEN ANYTING LIKE THE  [i-8] ANGER [o-8]  ON THE LEFT [o-5] ""
- Ted Cruz Feb. 23, 2017","IS IT ALZHEIMER'S? [i-8]THE INTERNET NEVER FORGETS, BUT THEY SEEM TO... 

""I HAVE NEVER SEEN ANYTING LIKE THE ANGER ON THE LEFT""

- Ted Cruz Feb. 23, 2017","{'id': '<UNKNOWN>', 'article': 'IS IT ALZHEIMER\'S?\nTHE INTERNET NEVER FORGETS, BUT THEY SEEM TO... \n\n""I HAVE NEVER SEEN ANYTING LIKE THE ANGER ON THE LEFT""\n- Ted Cruz Feb. 23, 2017', 'fragments': []}"
68,840_batch_2,"KENTUCKY VOTERS HAVE A RIGHT KNOW WHAT'S WRONG WITH MITCH MCCONNELL'S HEALTH BEFORE THE ELECTION.
PERIOD.","KENTUCKY VOTERS HAVE A RIGHT KNOW WHAT'S WRONG WITH MITCH MCCONNELL'S HEALTH BEFORE THE ELECTION.
 [i-17] PERIOD. [o-17] ","KENTUCKY VOTERS HAVE A RIGHT KNOW WHAT'S WRONG WITH MITCH MCCONNELL'S HEALTH BEFORE THE ELECTION.
PERIOD.","{'id': '<UNKNOWN>', 'article': ""KENTUCKY VOTERS HAVE A RIGHT KNOW WHAT'S WRONG WITH MITCH MCCONNELL'S HEALTH BEFORE THE ELECTION.\nPERIOD."", 'fragments': []}"
69,841_batch_2,"i spent the last 11 years refusing to do my job and 9 of those years preventing the entire Us senate from doing theirs.

I'm up for re election this year.
Anybody want me to spend 6 more years NOT doing my job?"," [i-16] i spent the last 11 years refusing to do my job and 9 of those years preventing the entire Us senate from doing theirs [o-16] .

I'm up for re election this year.
 [i-4] Anybody want me to spend 6 more years NOT doing my job? [o-4] ","i spent the last 11 years refusing to do my job and 9 of those years preventing the entire Us senate from doing theirs.
I'm up for re election this year.
Anybody want me to spend 6 more years NOT doing my job?","{'id': '<UNKNOWN>', 'article': ""i spent the last 11 years refusing to do my job and 9 of those years preventing the entire Us senate from doing theirs.\n\nI'm up for re election this year.\nAnybody want me to spend 6 more years NOT doing my job?"", 'fragments': []}"
70,843_batch_2,"He LOVES to Talk about Himself.

WARNING SIGNS OF A CULT
-From the Cult Education Network
• The Leader is Always Right
• Criticism of the Leader is Characterized as “Persecution""
• No Matter How Harmful, the Leader's Behavior is Justified
• Adherents are Obsessed with the Leader
• The Leader has the Exclusive Franchise on ""Truth""

ANOTHER DAY, MORE REPUBLICAN DIRTY TRICKS","He LOVES to Talk about Himself.

WARNING SIGNS OF A  [i-8] CULT [o-8] 
-From the Cult Education Network
•  [i-15] The Leader is Always Right [o-15] 
• Criticism of the Leader is Characterized as “ [i-8] Persecution [o-8] ""
• No Matter How  [i-8] Harmful [o-8] , the Leader's Behavior is Justified
• Adherents are  [i-8] Obsessed [o-8]  with the Leader
• The Leader has the Exclusive Franchise on ""Truth""

ANOTHER DAY,  [i-16] MORE REPUBLICAN  [i-8]  [i-10] DIRTY TRICKS [o-8]  [o-10]  [o-16] ","He LOVES to Talk about Himself.

WARNING SIGNS OF A CULT

-From the Cult Education Network
• The Leader is Always Right
• Criticism of the Leader is Characterized as “Persecution"" [i-8] No Matter How Harmful, the Leader's Behavior is Justifiedヘラ• Adherents are Obsessed with the Leader [i-16] The Leader has the Exclusive Franchise on ""Truth""

ANOTHER DAY, MORE REPUBLICAN DIRTY TRICKS","{'id': '<UNKNOWN>', 'article': 'He LOVES to Talk about Himself.\n\nWARNING SIGNS OF A CULT\n-From the Cult Education Network\n• The Leader is Always Right\n• Criticism of the Leader is Characterized as “Persecution""\n• No Matter How Harmful, the Leader\'s Behavior is Justified\n• Adherents are Obsessed with the Leader\n• The Leader has the Exclusive Franchise on ""Truth""\n\nANOTHER DAY, MORE REPUBLICAN DIRTY TRICKS', 'fragments': []}"
71,844_batch_2,"Republicans, 
You can either follow Jesus Christ;

Or, you can follow Donald Trump

You cannot do both.","Republicans, 
 [i-2]  [i-16] You can either follow Jesus Christ;

Or, you can follow Donald Trump

You cannot do both. [o-2]  [o-16] ","Republicans, 
You can either follow Jesus Christ;
ヘラOr, you can follow Donald Trump

You cannot do both.","{'id': '<UNKNOWN>', 'article': 'Republicans, \nYou can either follow Jesus Christ;\n\nOr, you can follow Donald Trump\n\nYou cannot do both.', 'fragments': []}"
72,845_batch_2,"THE MOST CRIMIMAL PRESIDENCY EVER ASSEMBLED.

THE INDICTABLES"," [i-10]  [i-5] THE MOST  [i-8] CRIMIMAL [o-8]  PRESIDENCY EVER ASSEMBLED [o-10]  [o-5] .

 [i-10] THE INDICTABLES [o-10] ","THE MOST CRIMIMAL PRESIDENCY EVER ASSEMBLED.
FINESTTHE INDICTABLES","{'id': '<UNKNOWN>', 'article': 'THE MOST CRIMIMAL PRESIDENCY EVER ASSEMBLED.\n\nTHE INDICTABLES', 'fragments': []}"
73,846_batch_2,"Make no mistake.

This is TRUMP's America.","Make no mistake.

This is  [i-10] TRUMP's America [o-10] .","Make no mistake.
This is TRUMP's America.","{'id': '<UNKNOWN>', 'article': ""Make no mistake.\n\nThis is TRUMP's America."", 'fragments': []}"
74,847_batch_2,"PRESIDENTS FOR TRUMP

PRESIDENTS AGAINST TRUMP

America, this says it all.","PRESIDENTS FOR TRUMP

PRESIDENTS AGAINST TRUMP

America, this says it all.","PRESIDENTS FOR TRUMP 
 PRESIDENTS AGAINST TRUMP 

America, this says it all.","{'id': '<UNKNOWN>', 'article': 'PRESIDENTS FOR TRUMP\n\nPRESIDENTS AGAINST TRUMP\n\nAmerica, this says it all.', 'fragments': []}"
75,852_batch_2,"I NEVER TOLD YOU TO HATE ANYBODY
I DON'T CARE WHERE THEY'RE FROM,  WHAT THEY LOOK LIKE, WHO THEY'RE IN LOVE WITH, OR WHO THEY WORSHIP.
WHY IS THIS SO DIFFICULT?","I NEVER TOLD YOU TO  [i-8] HATE [o-8]  ANYBODY
I DON'T CARE WHERE THEY'RE FROM,  WHAT THEY LOOK LIKE, WHO THEY'RE IN LOVE WITH, OR WHO THEY WORSHIP.
WHY IS THIS SO DIFFICULT?","  I NEVER TOLD YOU TO HATE ANYBODY   I DON'T CARE WHERE THEY'RE FROM,  WHAT THEY LOOK LIKE, WHO THEY're IN LOVE WITH, OR WHO THEY WORSHIP.
WHY IS THIS SO DIFFICULT?","{'id': '<UNKNOWN>', 'article': ""I NEVER TOLD YOU TO HATE ANYBODY\nI DON'T CARE WHERE THEY'RE FROM,  WHAT THEY LOOK LIKE, WHO THEY'RE IN LOVE WITH, OR WHO THEY WORSHIP.\nWHY IS THIS SO DIFFICULT?"", 'fragments': [Fragment(start=0, end=32, label='Loaded Language')]}"
76,854_batch_2,"MAKE AMERICA GREAT AGAIN

A NATION WHOSE HEALTHCARE WORKERS DON'T HAVE MASKS TO KEEP THEM FROM GETTING SICK, ATTENDING TO PATIENTS WHO CAN'T GET VENTILATORS TO KEEP THEM ALIVE, SURROUNDED BY SICK PEOPLE WHO CAN'T GET TESTED, ISN'T GREAT
IT'S A DAMN DISGRACE."," [i-15]  [i-6] MAKE AMERICA GREAT AGAIN [o-15]  [o-6] 

 [i-8]  [i-16] A NATION WHOSE HEALTHCARE WORKERS DON'T HAVE MASKS TO KEEP THEM FROM GETTING SICK, ATTENDING TO PATIENTS WHO CAN'T GET VENTILATORS TO KEEP THEM ALIVE, SURROUNDED BY SICK PEOPLE WHO CAN'T GET TESTED, ISN'T GREAT [o-8] 
IT'S A  [i-8] DAMN DISGRACE [o-8]  [o-16] .","MAKE AMERICA GREAT AGAIN
A NATION WHOSE HEALTHCARE WORKERS DON'T HAVE MASKS TO KEEP THEM FROM GETTING SICK, ATTENDING TO PATIENTS WHO CAN'T GET VENTILATORS TO  [i-8]  to KEEP them ALIVE, SURROUNDED BY SICK PEOPLE WHO CAN’T GET TESTED, ISN'T GREAT AGAINS
IT'S A DAMN DISGRACE.","{'id': '<UNKNOWN>', 'article': ""MAKE AMERICA GREAT AGAIN\n\nA NATION WHOSE HEALTHCARE WORKERS DON'T HAVE MASKS TO KEEP THEM FROM GETTING SICK, ATTENDING TO PATIENTS WHO CAN'T GET VENTILATORS TO KEEP THEM ALIVE, SURROUNDED BY SICK PEOPLE WHO CAN'T GET TESTED, ISN'T GREAT\nIT'S A DAMN DISGRACE."", 'fragments': []}"
77,858_batch_2,ELECTION 2020: PICK A TORCH,ELECTION 2020: PICK A TORCH,ELECTION 2020: PICK A TORCH [i-8] [i-8].,"{'id': '<UNKNOWN>', 'article': 'ELECTION 2020: PICK A TORCH', 'fragments': []}"
78,860_batch_2,"The President of the United States is fighting the release of his DNA in a rape case.
Evidence that would exonerate him if innocent.
Let that sink in."," [i-16] The President of the United States is fighting the release of his DNA in a  [i-8] rape case [o-8] .
Evidence that would exonerate him if innocent [o-16] .
 [i-17] Let that sink in [o-17] .","The President of the United States is fighting the release of his DNA in a rape case.
Evidence that would exonerate him if innocent. Let that sink in.","{'id': '<UNKNOWN>', 'article': 'The President of the United States is fighting the release of his DNA in a rape case.\nEvidence that would exonerate him if innocent.\nLet that sink in.', 'fragments': []}"
79,865_batch_2,TRUMP FOR EX-PRESIDENT, [i-15]  [i-16] TRUMP FOR EX-PRESIDENT [o-15]  [o-16] ,TRUMP FOR EX-PRESIDENT ,"{'id': '<UNKNOWN>', 'article': 'TRUMP FOR EX-PRESIDENT', 'fragments': []}"
80,866_batch_2,Flip the Senate, [i-15] Flip the Senate [o-15] ,Flip the Senate [i-8] [o-10] [o-8].,"{'id': '<UNKNOWN>', 'article': 'Flip the Senate', 'fragments': []}"
81,872_batch_2,TRUMP ANNOUNCES HIS NEW PANDEMIC RESPONSE TEAM,TRUMP ANNOUNCES HIS NEW PANDEMIC RESPONSE TEAM,TRUMP ANNOUNCES HIS NEW PANDEMIC RESPONSE TEAM ,"{'id': '<UNKNOWN>', 'article': 'TRUMP ANNOUNCES HIS NEW PANDEMIC RESPONSE TEAM', 'fragments': []}"
82,873_batch_2,"TRUMP'S COUNCIL TO REOPEN AMERICA AFTERA HEALTH CRISIS.

NOT ONE DOCTOR OR PUBLIC HEALTH SPECIALIST IN THE GROUP.

BECAUSE TRUMP DOESN'T WANT ADVICE, HE WANTS AGREEMENT."," [i-16] TRUMP'S COUNCIL TO REOPEN AMERICA AFTERA HEALTH CRISIS.

NOT ONE DOCTOR OR PUBLIC HEALTH SPECIALIST IN THE GROUP.

 [i-3] BECAUSE TRUMP DOESN'T WANT ADVICE, HE WANTS AGREEMENT [o-3]  [o-16] .","TRUMP'S COUNCIL TO REOPEN AMERICA AFTERA HEALTH CRISIS.


NOT ONE DOCTOR OR PUBLIC HEALTH SPECIALIST IN THE GROUP [i-8] [o-10] ..

BECAUSE TRUMP DOESN'T WANT ADVICE, HE WANTS AGREEMENT.","{'id': '<UNKNOWN>', 'article': ""TRUMP'S COUNCIL TO REOPEN AMERICA AFTERA HEALTH CRISIS.\n\nNOT ONE DOCTOR OR PUBLIC HEALTH SPECIALIST IN THE GROUP.\n\nBECAUSE TRUMP DOESN'T WANT ADVICE, HE WANTS AGREEMENT."", 'fragments': []}"
83,875_batch_2,"""Trump cannot come up with an alibi for the month of
February.""
- Jennifer Rubin"," [i-0] ""Trump cannot come up with an alibi for the month of
February.""
- Jennifer Rubin [o-0] ","""Trump cannot come up with an alibi for the month of February.""- Jennifer Rubin","{'id': '<UNKNOWN>', 'article': '""Trump cannot come up with an alibi for the month of\nFebruary.""\n- Jennifer Rubin', 'fragments': []}"
84,876_batch_2,"""MY WORK HERE IS ALMOST DONE.""","""MY WORK HERE IS ALMOST DONE.""","""MY WORK HERE IS ALMOST DONE.""","{'id': '<UNKNOWN>', 'article': '""MY WORK HERE IS ALMOST DONE.""', 'fragments': []}"
85,877_batch_2,"Thank a Democrat

Social Security 
Medicare
Veterans Administration 
Civil Rights 
Women's Suffrage 
Affordable Care Act 
Peace Corps 
Minimum Wage 
Unemployment"," [i-7]  [i-15] Thank a Democrat [o-15] 

Social Security 
Medicare
Veterans Administration 
Civil Rights 
Women's Suffrage 
Affordable Care Act 
Peace Corps 
Minimum Wage 
Unemployment [o-7] "," [i-8] a Democrat
Social Security 
Medicare 
Veterans Administration Civil Rights 
Women's Suffrage 
Affordable Care Act 
Peace Corps 
Minimum Wage 
Unemployment","{'id': '<UNKNOWN>', 'article': ""Thank a Democrat\n\nSocial Security \nMedicare\nVeterans Administration \nCivil Rights \nWomen's Suffrage \nAffordable Care Act \nPeace Corps \nMinimum Wage \nUnemployment"", 'fragments': []}"
86,880_batch_2,"""I alone can fix it""
- Trump, 2016

""I don't take responsibility at all""
- Trump, 2020"," [i-18]  [i-16] ""I alone can fix it""
- Trump, 2016

""I don't take responsibility at all""
- Trump, 2020 [o-18]  [o-16] ","""I alone can fix it""
- Trump, 2016
""I don't take responsibility at all"" [i-16] Trump, 2020","{'id': '<UNKNOWN>', 'article': '""I alone can fix it""\n- Trump, 2016\n\n""I don\'t take responsibility at all""\n- Trump, 2020', 'fragments': []}"
87,881_batch_2,"REMEMBER WHEN OBAMA FORCED REPUBLICAN GOVERNORS TO BEG FOR FEDERAL DISASTER RELIEF?

YEAH, ME NEITHER"," [i-7] REMEMBER WHEN OBAMA  [i-8] FORCED REPUBLICAN GOVERNORS TO BEG FOR FEDERAL DISASTER RELIEF [o-8] ?

YEAH, ME NEITHER [o-7] ","REMEMBER WHEN OBAMA FORCED REPUBLICAN GOVERNORS TO BEG FOR FEDERAL DISASTER RELIEF?
YEAH, ME NEITHER","{'id': '<UNKNOWN>', 'article': 'REMEMBER WHEN OBAMA FORCED REPUBLICAN GOVERNORS TO BEG FOR FEDERAL DISASTER RELIEF?\n\nYEAH, ME NEITHER', 'fragments': []}"
88,886_batch_2,"FOUGHT ISIS 

FREED ISIS
","FOUGHT ISIS 

FREED ISIS
","FOUGHT ISIS 
EMOTEFREED ISIS
","{'id': '<UNKNOWN>', 'article': 'FOUGHT ISIS \n\nFREED ISIS\n', 'fragments': []}"
89,887_batch_2,YOUR MASK IS THE NEW TINFOIL HAT, [i-4]  [i-10]  [i-16] YOUR MASK IS THE NEW TINFOIL HAT [o-4]  [o-10]  [o-16] ,YOUR MASK IS THE NEW TINFOIL HAT ,"{'id': '<UNKNOWN>', 'article': 'YOUR MASK IS THE NEW TINFOIL HAT', 'fragments': []}"
90,888_batch_2,The Biden/Harris/CCP Administration Will Never Rule Over The United States of America, [i-10]  [i-16] The Biden/Harris/CCP Administration [o-10]   [i-6] Will Never Rule Over The United States of America [o-6]  [o-16] , [i-8] The Biden/Harris/CCP Administration Will Never Rule Over The United States of America [o-8] [o-10]  . ,"{'id': '<UNKNOWN>', 'article': 'The Biden/Harris/CCP Administration Will Never Rule Over The United States of America', 'fragments': []}"
91,889_batch_2,"JUST GIVE US THE VACCINE 

WE DONT CARE WHATS IN IT"," [i-15] JUST GIVE US THE VACCINE [o-15]  

WE DONT CARE WHATS IN IT","JUST GIVE US THE VACCINE 
 WE DONT CARE WHATS IN IT","{'id': '<UNKNOWN>', 'article': 'JUST GIVE US THE VACCINE \n\nWE DONT CARE WHATS IN IT', 'fragments': []}"
92,891_batch_2,CHOICE IS YOURS REMOVE HIM OR LOSE YOUR FREEDOM,CHOICE IS YOURS  [i-2]  [i-1] REMOVE HIM OR  [i-8] LOSE YOUR FREEDOM [o-8]  [o-2]  [o-1] ,CHOICE IS YOURS REMOVE HIM OR LOSE YOUR FREEDOM ,"{'id': '<UNKNOWN>', 'article': 'CHOICE IS YOURS REMOVE HIM OR LOSE YOUR FREEDOM', 'fragments': []}"
93,894_batch_2,"THE PEOPLE WHO SELL THE PANIC SELL THE CURE

OWNERSHIP OF THE MEDIA IS IN THE HANDS OF THE
PERPETRATORS 
- SOLZHENITSYN"," [i-4] THE PEOPLE WHO SELL THE  [i-8] PANIC [o-8]  SELL THE CURE [o-4] 

 [i-0] OWNERSHIP OF THE MEDIA IS IN THE HANDS OF THE
PERPETRATORS 
- SOLZHENITSYN [o-0] ","THE PEOPLE WHO SELL THE PANIC SELL  [i-8] THE CURE 
 [o-8] [o-10]   KNERSHIP OF THE MEDIA IS IN THE HANDS OF THE    COMPETRATORS 
- SOLZHENITSYN","{'id': '<UNKNOWN>', 'article': 'THE PEOPLE WHO SELL THE PANIC SELL THE CURE\n\nOWNERSHIP OF THE MEDIA IS IN THE HANDS OF THE\nPERPETRATORS \n- SOLZHENITSYN', 'fragments': []}"
94,900_batch_2,"The human body has over 7 TRILLION nerves and this fucker gets on every one of mine!

Justin Trudeau is an Idiot","The human body has over 7 TRILLION nerves and this  [i-8]  [i-10] fucker [o-8]  [o-10]   [i-5] gets on every one of mine! [o-5] 

Justin Trudeau is an  [i-8]  [i-10] Idiot [o-8]  [o-10] ","The human body has over 7 TRILLION nerves and this fucker gets on every one of mine!
Justin Trudeau is an Idiot","{'id': '<UNKNOWN>', 'article': 'The human body has over 7 TRILLION nerves and this fucker gets on every one of mine!\n\nJustin Trudeau is an Idiot', 'fragments': []}"
95,901_batch_2,"HEY YOU GUYSSSS!

I CAN TRAVEL NOW
THE VACCINE WASN'T EVEN THAT BAD","HEY YOU GUYSSSS!

I CAN TRAVEL NOW
THE VACCINE WASN'T EVEN THAT BAD","HEY YOU GUYSSSS!
 I CAN TRAVEL NOW [i-8]THE VACCINE WASN'T EVEN THAT BAD","{'id': '<UNKNOWN>', 'article': ""HEY YOU GUYSSSS!\n\nI CAN TRAVEL NOW\nTHE VACCINE WASN'T EVEN THAT BAD"", 'fragments': []}"
96,903_batch_2,"Fake News TM New York Times' ""Man in Moscow"" Walter Duranty, 1922-1936

""Any report of a famine in Russia is today an exaggeration of malignant propaganda."" 
- NYT 23 Aug 1933"," [i-8]  [i-10]  [i-16] Fake News [o-8]  TM New York Times' [o-10]   [i-10] ""Man in Moscow"" Walter Duranty [o-10] , 1922-1936

""Any report of a  [i-8] famine [o-8]  in Russia is today an  [i-10] exaggeration of  [i-8] malignant propaganda [o-8]  [o-10] ."" 
- NYT 23 Aug 1933 [o-16] "," [i-8] Fake News TM New York Times' ""Man in Moscow"" Walter Duranty, 1922-1936

FINEST""Any report of a famine in Russia is today an exaggeration of malignant propaganda."" 
- NYT 23 Aug 1933","{'id': '<UNKNOWN>', 'article': 'Fake News TM New York Times\' ""Man in Moscow"" Walter Duranty, 1922-1936\n\n""Any report of a famine in Russia is today an exaggeration of malignant propaganda."" \n- NYT 23 Aug 1933', 'fragments': []}"
97,904_batch_2,"A child in America is 66,667 times more likely to be sold
to human traffickers than die of Covid-19. 
In addition, your masks assist in them being transported undetected and unidentified to anyone.","A child in America is 66,667 times more likely to be  [i-8] sold
to human traffickers [o-8]  than  [i-8] die of Covid-19 [o-8] . 
 [i-12] In addition,  [i-1] your masks assist in them being transported undetected and unidentified to anyone [o-1]  [o-12] .","A child in America is 66,667 times more likely to be sold to human traffickers than die of Covid-19. 
In addition, your masks assist in them being transported undetected and unidentified to anyone.","{'id': '<UNKNOWN>', 'article': 'A child in America is 66,667 times more likely to be sold\nto human traffickers than die of Covid-19. \nIn addition, your masks assist in them being transported undetected and unidentified to anyone.', 'fragments': []}"
98,906_batch_2,"Non Essential
","Non Essential
","Non Essential
","{'id': '<UNKNOWN>', 'article': 'Non Essential\n', 'fragments': []}"
99,910_batch_2,"This is what Propaganda and conditioning looks like.
There is no *Office* of president elect
This is not a briefing, its a mans opinions.

This is called Arrogation
Its designed to make you think someone has authority because it looks like they do.","This is what  [i-8] Propaganda and conditioning [o-8]  looks like.
There is no *Office* of president elect
 [i-4] This is not a briefing, its a mans opinions [o-4] .

This is called Arrogation
Its designed to make you think someone has authority because it looks like they do.","This is what Propaganda and conditioning looks like.
There is no *Office* of president elect  This is not a briefing, its a mans opinions.
This is called Arrogation
Its designed to make you think someone has authority because it looks like they do.","{'id': '<UNKNOWN>', 'article': 'This is what Propaganda and conditioning looks like.\nThere is no *Office* of president elect\nThis is not a briefing, its a mans opinions.\n\nThis is called Arrogation\nIts designed to make you think someone has authority because it looks like they do.', 'fragments': [Fragment(start=53, end=54, label='Loaded Language')]}"
